0	154.444193990026	3.5267387101535	26.73654088974	128.236670162973	0.427967182995926	0.176641435160001
						
						
						
						
15	999999	999999	27.1944526195526	0	0	0.17290995908935
						
						
						
						
30	102.516835364334	57.2911892678952	27.3769505977631	41.3401935192872	0.132692671796921	0.158192358114349
						
						
						
						
45	154.201379046562	13.8567707388958	26.9546115875244	92.2989547727721	1.65812618226061	0.216606815991343
						
						
						
						
60	34.6572736893848	10.1444455065267	27.1369152069092	30.744670589269	0.275790457867666	0.076023474921896
						
						
						
						
75	69.8899973531803	8.74836203684606	26.9534163475037	52.2087675709243	0.05866681099214	0.137188809042641
						
						
						
						
90	59.404395192389	4.97255575471862	27.0442754268646	56.8225838836382	0.157789663552561	0.201629831548068
						
						
						
						
105	90.6582743826638	8.27693028248858	27.0900819301605	38.1369156853693	0.347152627165039	0.047755805747304
						
						
						
						
120	76.4083930107267	8.89150772270584	26.7976540565491	51.3519716011323	0.135786197598541	0.211760525364236
						
						
						
						
135	40.726544197493	3.24899683061588	27.0211054325104	31.3532999355498	0.162547955443816	0.101298975330236
						
						
						
						
150	77.2685250228499	0.922559309219601	27.1700714111328	47.5709051191662	0.055509138897327	0.344759083203735
						
						
						
						
165	45.7676467813888	3.01657642004489	27.1307677268982	26.7455763221178	0.501565759151474	0.115902066816744
						
						
						
						
180	32.6980035625832	4.52090158952957	26.9386971473694	29.7663537244317	0.073151895362596	0.150437437206529
						
						
						
						
195	55.3977295457249	1.60685472150221	27.4385678768158	61.4968275282076	0.63031175092271	0.180619769623502
						
						
						
						
210	58.985127051794	3.23175923044997	27.2454103946686	41.9604802467136	0.139629433463801	0.114997459477619
						
						
						
						
240	175.701316897701	2.13278456194592	26.9174833297729	78.7702451746705	1.5375540372312	0.120454150469158
						
						
						
						
255	138.953501057464	10.1295273778277	26.930516242981	61.3707777377689	0.323520634448937	0.135890641357184
						
						
						
						
270	161.924264693287	4.4115051119231	27.2771472930908	98.3762347460583	3.52199674683475	0.175834949988851

