0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.057296, 0.292283, 0.284502, 0.288215, 0.297287
0.000500, 0.000000, 0.000000, 0.000000, 0.000000, 0.057296, 0.292239, 0.284612, 0.288087, 0.297302
0.001500, 0.070000, 34.999990, 0.000000, 0.000000, 0.057296, 0.292152, 0.284829, 0.287834, 0.297332
0.001500, 0.070000, 34.999990, 0.000000, 0.000000, 0.057296, 0.292152, 0.284829, 0.287834, 0.297332
0.002000, 0.105000, 34.999972, 0.000000, 0.000000, 0.057296, 0.292109, 0.284937, 0.287708, 0.297347
0.002500, 0.140000, 34.999946, 0.000000, 0.000000, 0.057296, 0.292066, 0.285044, 0.287583, 0.297362
0.003000, 0.175000, 34.999911, 0.000000, 0.000000, 0.057296, 0.292024, 0.285151, 0.287458, 0.297377
0.003500, 0.210000, 34.999867, 0.000000, 0.000000, 0.057296, 0.291981, 0.285257, 0.287334, 0.297392
0.004000, 0.244999, 34.999815, 0.000000, 0.000000, 0.057296, 0.291913, 0.285229, 0.287313, 0.297406
0.004000, 0.244999, 34.999815, 0.000000, 0.000000, 0.057296, 0.291913, 0.285229, 0.287313, 0.297406
0.004500, 0.279999, 34.999754, 0.000000, 0.000000, 0.057296, 0.291845, 0.285201, 0.287292, 0.297421
0.005000, 0.314999, 34.999684, 0.000000, 0.000000, 0.057296, 0.291777, 0.285173, 0.287270, 0.297435
0.005500, 0.349999, 34.999605, 0.000000, 0.000000, 0.057296, 0.291710, 0.285146, 0.287249, 0.297450
0.006000, 0.384998, 34.999517, 0.000000, 0.000000, 0.057296, 0.291643, 0.285118, 0.287229, 0.297464
0.007000, 0.454997, 34.999316, 0.000000, 0.000000, 0.057296, 0.291510, 0.285064, 0.287187, 0.297492
0.007000, 0.454997, 34.999316, 0.000000, 0.000000, 0.057296, 0.291510, 0.285064, 0.287187, 0.297492
0.008000, 0.524995, 34.999080, 0.000000, 0.000000, 0.057296, 0.291193, 0.285099, 0.286972, 0.297445
0.008000, 0.524995, 34.999080, 0.000000, 0.000000, 0.057296, 0.291193, 0.285099, 0.286972, 0.297445
0.008500, 0.559994, 34.998949, 0.000000, 0.000000, 0.057296, 0.291036, 0.285117, 0.286865, 0.297421
0.009000, 0.594993, 34.998809, 0.000000, 0.000000, 0.057296, 0.290880, 0.285134, 0.286759, 0.297397
0.009500, 0.629991, 34.998660, 0.000000, 0.000000, 0.057296, 0.290724, 0.285151, 0.286653, 0.297374
0.010000, 0.664990, 34.998502, 0.000000, 0.000000, 0.057296, 0.290570, 0.285168, 0.286548, 0.297351
0.010000, 0.664990, 34.998502, 0.000000, 0.000000, 0.057296, 0.290570, 0.285168, 0.286548, 0.297351
