0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.057297, 0.279543, 0.246737, 0.285528, 0.296916
0.001000, 0.025000, 24.999999, 0.000000, 0.000000, -0.057297, 0.279767, 0.246681, 0.285591, 0.297193
0.001500, 0.050000, 24.999993, 0.000000, 0.000000, -0.057297, 0.279879, 0.246653, 0.285622, 0.297331
0.002500, 0.100000, 24.999961, 0.000000, 0.000000, -0.057297, 0.280100, 0.246597, 0.285683, 0.297604
0.003500, 0.150000, 24.999905, 0.000000, 0.000000, -0.057297, 0.280341, 0.246875, 0.285643, 0.297387
0.004500, 0.199999, 24.999824, 0.000000, 0.000000, -0.057297, 0.280580, 0.247151, 0.285603, 0.297172
0.005500, 0.249999, 24.999718, 0.000000, 0.000000, -0.057297, 0.280816, 0.247424, 0.285563, 0.296960
0.006000, 0.274999, 24.999655, 0.000000, 0.000000, -0.057297, 0.280933, 0.247559, 0.285543, 0.296854
0.007000, 0.324998, 24.999511, 0.000000, 0.000000, -0.057297, 0.280878, 0.247946, 0.285859, 0.297300
0.007500, 0.349997, 24.999430, 0.000000, 0.000000, -0.057297, 0.280850, 0.248139, 0.286016, 0.297521
0.008500, 0.399996, 24.999249, 0.000000, 0.000000, -0.057297, 0.280796, 0.248520, 0.286328, 0.297960
0.009000, 0.424995, 24.999149, 0.000000, 0.000000, -0.057297, 0.280769, 0.248710, 0.286483, 0.298178
0.010000, 0.474993, 24.998930, 0.000000, 0.000000, -0.057297, 0.280678, 0.249019, 0.286699, 0.298324
0.011000, 0.524990, 24.998686, 0.000000, 0.000000, -0.057297, 0.280550, 0.249258, 0.286822, 0.298185
0.011500, 0.549989, 24.998555, 0.000000, 0.000000, -0.057297, 0.280487, 0.249377, 0.286884, 0.298115
0.012500, 0.599986, 24.998274, 0.000000, 0.000000, -0.057297, 0.280362, 0.249612, 0.287005, 0.297978
0.013000, 0.624984, 24.998124, 0.000000, 0.000000, -0.057297, 0.280300, 0.249729, 0.287066, 0.297910
0.014000, 0.674979, 24.997805, 0.000000, 0.000000, -0.057297, 0.280139, 0.249843, 0.287098, 0.298018
0.015000, 0.724975, 24.997462, 0.000000, 0.000000, -0.057297, 0.279944, 0.249837, 0.287043, 0.298368
0.016000, 0.774969, 24.997093, 0.000000, 0.000000, -0.057297, 0.279750, 0.249832, 0.286989, 0.298714
0.016500, 0.799966, 24.996899, 0.000000, 0.000000, -0.057297, 0.279654, 0.249829, 0.286962, 0.298886
