0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.295235, 0.293338, 0.300303, 0.294204
0.000500, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.295085, 0.293299, 0.300297, 0.294234
0.001000, 0.030000, 0.150000, 0.000000, 0.000000, -0.000000, 0.294936, 0.293261, 0.300290, 0.294265
0.001500, 0.060000, 0.299250, 0.000000, 0.000000, -0.000000, 0.294788, 0.293223, 0.300284, 0.294295
0.002000, 0.090000, 0.447754, 0.000000, 0.000000, -0.000000, 0.294641, 0.293185, 0.300278, 0.294325
0.002500, 0.120000, 0.595515, 0.000000, 0.000000, -0.000000, 0.294751, 0.293221, 0.300141, 0.294561
0.003000, 0.150000, 0.742537, 0.000000, 0.000000, -0.000000, 0.294860, 0.293258, 0.300005, 0.294796
0.003500, 0.180000, 0.888823, 0.000000, 0.000000, -0.000000, 0.294969, 0.293294, 0.299869, 0.295030
0.004000, 0.210000, 1.034378, 0.000000, 0.000000, -0.000000, 0.295078, 0.293330, 0.299734, 0.295262
0.005000, 0.269999, 1.323308, 0.000000, 0.000000, -0.000000, 0.295293, 0.293401, 0.299466, 0.295724
0.005500, 0.299999, 1.466690, 0.000000, 0.000000, -0.000000, 0.295400, 0.293436, 0.299333, 0.295953
0.006000, 0.329998, 1.609354, 0.000000, 0.000000, -0.000000, 0.295506, 0.293471, 0.299201, 0.296181
0.006500, 0.359998, 1.751305, 0.000000, 0.000000, -0.000000, 0.295519, 0.293466, 0.299048, 0.296407
0.007000, 0.389997, 1.892546, 0.000000, 0.000000, -0.000000, 0.295533, 0.293460, 0.298895, 0.296633
0.007500, 0.419997, 2.033080, 0.000000, 0.000000, -0.000000, 0.295546, 0.293454, 0.298743, 0.296858
0.008000, 0.449996, 2.172910, 0.000000, 0.000000, -0.000000, 0.295559, 0.293448, 0.298592, 0.297081
0.008500, 0.479995, 2.312041, 0.000000, 0.000000, -0.000000, 0.295573, 0.293443, 0.298442, 0.297303
0.009000, 0.509994, 2.450476, 0.000000, 0.000000, -0.000000, 0.295586, 0.293437, 0.298292, 0.297524
0.009500, 0.539993, 2.588218, 0.000000, 0.000000, -0.000000, 0.295599, 0.293431, 0.298144, 0.297744
0.010000, 0.569991, 2.725270, 0.000000, 0.000000, -0.000000, 0.295528, 0.293507, 0.297977, 0.297757
0.010500, 0.599990, 2.861637, 0.000000, 0.000000, -0.000000, 0.295457, 0.293583, 0.297812, 0.297770
0.010500, 0.599990, 2.861637, 0.000000, 0.000000, -0.000000, 0.295457, 0.293583, 0.297812, 0.297770
0.011000, 0.629988, 2.997321, 0.000000, 0.000000, -0.000000, 0.295386, 0.293658, 0.297647, 0.297783
0.012000, 0.689985, 3.266654, 0.000000, 0.000000, -0.000000, 0.295247, 0.293808, 0.297320, 0.297808
0.012500, 0.719983, 3.400311, 0.000000, 0.000000, -0.000000, 0.295177, 0.293882, 0.297158, 0.297821
0.013000, 0.749980, 3.533298, 0.000000, 0.000000, -0.000000, 0.295108, 0.293955, 0.296997, 0.297833
0.013500, 0.779978, 3.665619, 0.000000, 0.000000, -0.000000, 0.294997, 0.293955, 0.296760, 0.297723
0.014000, 0.809975, 3.797278, 0.000000, 0.000000, -0.000000, 0.294887, 0.293954, 0.296524, 0.297614
0.014500, 0.839973, 3.928277, 0.000000, 0.000000, -0.000000, 0.294778, 0.293953, 0.296289, 0.297505
0.015000, 0.869970, 4.058621, 0.000000, 0.000000, -0.000000, 0.294668, 0.293952, 0.296056, 0.297397
0.015500, 0.899966, 4.188311, 0.000000, 0.000000, -0.000000, 0.294560, 0.293952, 0.295824, 0.297290
0.016000, 0.929963, 4.317352, 0.000000, 0.000000, -0.000000, 0.294452, 0.293951, 0.295592, 0.297182
0.016500, 0.959959, 4.445747, 0.000000, 0.000000, -0.000000, 0.294344, 0.293950, 0.295362, 0.297076
0.016500, 0.959959, 4.445747, 0.000000, 0.000000, -0.000000, 0.294344, 0.293950, 0.295362, 0.297076
